plz,name,lat,lon
14167,Berlin Zehlendorf,52.421167355,13.2765608531
07751,"Jena, Bucha, Großpürschütz u.a.",50.9273429169,11.5202429249
23569,Lübeck,53.914234987,10.8090953096
10967,Berlin Kreuzberg,52.4901835183,13.4164420609
91096,Möhrendorf/Mark,49.6523426901,10.9757161616
10365,Berlin Lichtenberg,52.5208411565,13.4957972313
72361,Hausen am Tann,48.2037516759,8.83588273762
34513,Waldeck,51.2475495488,9.03454947135
74869,Schwarzach,49.3845966137,8.98057749414
73240,Wendlingen am Neckar,48.6698358935,9.39053553698
97857,Urspringen,49.904925751,9.67853546961
97225,Zellingen,49.8990103312,9.77954822995
57642,Alpenrod,50.6372396807,7.86762894011
26316,Varel,53.3880029095,8.11719238817
73642,Welzheim,48.8786181764,9.62401235382
58135,Hagen,51.3376856391,7.42178721362
90559,Burgthann,49.3387308105,11.3289693772
65830,Kriftel,50.0799083524,8.46666038872
94124,Büchlberg,48.6748285897,13.529336818
17322,"Blankensee, Grambow u.a.",53.47919479,14.1298756787
83536,Gars a. Inn,48.1552148441,12.2639700552
92431,Neunburg vorm Wald,49.3449298522,12.3603789865
08340,Schwarzenberg/Erzgeb.,50.5191790127,12.7816657041
45892,Gelsenkirchen,51.5713069442,7.11208316651
80992,München,48.1747785429,11.5180846035
95339,Neuenmarkt,50.1051048564,11.5929024391
38154,Königslutter am Elm,52.1865117662,10.8470805647
01237,Dresden,51.017572394,13.7987057853
99198,"Udestedt, Mönchenholzhausen u.a.",50.9485353814,11.1654620819
99636,Rastenberg,51.1939918674,11.3758105483
24629,Kisdorf,53.8138749137,10.0479071153
97531,Theres,50.028654026,10.4246265751
38112,Braunschweig,52.3092529625,10.4756950068
18299,"Laage, Wardow u.a.",53.9184799501,12.3369797663
69254,Malsch,49.2438798323,8.67212104268
75397,Simmozheim,48.7483789909,8.81434156569
36318,Schwalmtal,50.6868271477,9.30369650746
01738,Dorfhain,50.9472873626,13.5812110402
94252,Bayerisch Eisenstein,49.1052588765,13.184231016
88348,"Bad Saulgau, Allmannsweiler",48.0128366361,9.5082081553
24360,Barkelsby,54.4985907354,9.86683221527
82467,Garmisch-Partenkirchen,47.4980569333,11.0431527732
51061,Köln,50.9952147683,7.00350056357
74420,Oberrot,49.0216029569,9.65425443007
65529,Waldems,50.2593940736,8.35004902094
48465,"Engden, Isterberg, Schüttorf u.a.",52.3436627306,7.21085874824
42287,Wuppertal,51.2481132827,7.22353555706
90455,Nürnberg,49.3672580858,11.0831236224
32694,Dörentrup,52.0338323172,9.03246066476
82057,Icking,47.9476126949,11.4238443782
89331,Burgau,48.4288613312,10.3831534276
86513,Ursberg,48.2469023028,10.442642814
87679,Westendorf,47.9246362776,10.7074792648
88149,Nonnenhorn,47.5768232563,9.61492028414
49457,Drebber,52.675021575,8.41279242246
82438,Eschenlohe,47.5857620837,11.1975896632
29475,Gorleben,53.038141235,11.370752647
01326,Dresden,51.0260863011,13.8575635148
58285,Gevelsberg,51.3335458067,7.34020766277
55481,Kirchberg u.a.,49.948035638,7.39527776637
85447,Fraunberg,48.3605162766,12.0018079817
33605,Bielefeld,51.9978183894,8.57740013386
27478,Cuxhaven,53.8050490097,8.72978939249
78598,Königsheim,48.0981979856,8.8644327346
75428,Illingen,48.9773990332,8.90839274241
92275,Hirschbach,49.574424901,11.5857631761
95138,Bad Steben,50.3579920726,11.6362716891
44807,Bochum,51.5090745462,7.22809525075
10117,Berlin Mitte,52.516895391,13.3873646397
76307,Karlsbad,48.9050208883,8.50340741375
95364,Ludwigschorgast,50.1238876381,11.5657246249
95697,Nagel,49.982472226,11.934925433
83544,Albaching,48.1072693193,12.1143512567
16909,"Wittstock/Dosse, Heiligengrabe",53.154499817,12.4902483007
12629,Berlin,52.5415262775,13.5902620305
90411,Nürnberg,49.4931902533,11.1000369359
41751,Viersen,51.2539082933,6.31962025732
46514,Schermbeck,51.6998678903,6.83500292979
53520,"Reifferscheid, Kaltenborn, Wershofen u.a.",50.4333880413,6.89024804829
51647,Gummersbach,51.045867017,7.5750797788
66892,Bruchmühlbach-Miesau,49.3930383469,7.43938619498
86919,Utting a. Ammersee,48.0187664826,11.0782352863
72585,Riederich,48.5589241457,9.26435360542
34281,Gudensberg,51.1814936433,9.36297684285
86473,Ziemetshausen,48.2849318297,10.5462143831
23611,Bad Schwartau,53.9266193329,10.6970676065
07426,Königsee-Rottenbach u.a.,50.6770709232,11.1277449454
27755,Delmenhorst,53.0417557263,8.67708889637
30169,Hannover,52.3640570506,9.7333575693
73669,Lichtenwald,48.7462541857,9.48317809804
08262,Muldenhammer,50.4286772036,12.4951838283
09633,Halsbrücke,50.9631120274,13.389564317
18317,Saal,54.3538214079,12.5286784155
09131,Chemnitz,50.8641084979,12.9659029592
14057,Berlin Charlottenburg,52.5072546484,13.2879390211
44269,Dortmund,51.4866531431,7.52850537916
12683,Berlin Biesdorf,52.5075186899,13.5592007581
97848,Rechtenbach,49.9856284238,9.51984239734
15377,"Oberbarnim, Märkische Höhe u.a.",52.5903119224,14.0690871963
57629,"Malberg, Norken, Höchstenbach u.a.",50.6025578781,7.83023524306
67468,"Frankenstein, Neidenfels, Frankeneck",49.3889465308,8.03522766363
68782,Brühl,49.3960740158,8.50844378326
28357,Bremen,53.1320049031,8.87287945765
63639,Flörsbachtal,50.118025546,9.4546219084
55608,Bergen,49.7329129268,7.50081626798
26556,"Westerholt, Schweindorf u.a.",53.5831749405,7.45467894976
88161,Lindenberg im Allgäu,47.604429585,9.890563432
91605,Gallmersgarten,49.4672224532,10.2679623105
91475,Lonnerstadt,49.7073649553,10.7457257832
96528,"Frankenblick, Schalkau, Bachfeld",50.3953251259,11.0442422185
46509,Xanten,51.6731013722,6.43379819741
37639,Bevern,51.8811662285,9.49721536349
57520,"Emmerzhausen, Niederdreisbach, Steinebach",50.7346163183,7.85290517536
92681,Erbendorf,49.8383427943,12.0427354536
95199,Thierstein,50.1190143147,12.1089081865
92648,Vohenstrauß,49.6208578258,12.3277765303
83416,Saaldorf,47.8796370768,12.9280040237
14621,Schönwalde,52.6419957012,13.0399213449
94072,Bad Füssing,48.3376306164,13.3035470754
12305,Berlin,52.4031921127,13.4016078006
82049,Pullach i. Isartal,48.056805713,11.5190194895
93326,Abensberg,48.8300258949,11.8582869074
12459,Berlin Oberschöneweide,52.4652488306,13.5280442211
79395,Neuenburg am Rhein,47.7708710637,7.58234727578
41747,Viersen,51.2530903346,6.38385140636
54441,"Ayl, Trassem u.a.",49.6764644169,6.46584578846
47053,Duisburg,51.4196762311,6.75199581678
50969,Köln,50.9062381724,6.93867594893
45657,Recklinghausen,51.6199613494,7.19266491291
60306,"Frankfurt am Main, Opernturm",50.1160667702,8.67017694803
88637,"Leibertingen, Buchheim",48.0300864565,9.02139608574
91596,Burk,49.138757366,10.4824922788
23564,Lübeck,53.8523400097,10.7215532029
65399,Kiedrich,50.0569033149,8.07003983981
83024,Rosenheim,47.8688946893,12.1080324302
04356,Leipzig,51.4187554428,12.4333590841
17248,Rechlin,53.3295680555,12.7621712274
10179,Berlin Mitte,52.5121101309,13.4164080225
67744,"Medard, Rathskirchen u.a.",49.6460898393,7.47993715787
79098,Freiburg im Breisgau,47.9948624379,7.84852309206
67724,"Gundersweiler, Gonbach u.a.",49.5448248569,7.90455690525
74582,Gerabronn,49.2454734895,9.91681417255
06408,Ilberstedt,51.8075384618,11.6673971789
84076,Pfeffenhausen,48.6636692435,11.9427079587
09376,Oelsnitz/Erzgebirge,50.7148611109,12.7020202512
17091,Rosenow,53.6582576312,13.1062956139
25795,Weddingstedt,54.2445531151,9.07930667969
63571,Gelnhausen,50.204871929,9.19343321675
07751,"Jena, Bucha, Großpürschütz u.a.",50.8183469063,11.6036829465
01187,Dresden,51.0282208352,13.675399467
56253,Treis-Karden,50.1627153041,7.30510135812
89608,Griesingen,48.2631516279,9.78637457949
26689,Apen,53.2085550991,7.78585994
77876,Kappelrodeck,48.5818852083,8.11403259439
72393,Burladingen,48.3143098102,9.11848794434
90614,Ammerndorf,49.4230917887,10.8531496306
21033,Hamburg,53.5024649943,10.160037045
91477,Markt Bibart,49.6995055107,10.3622781734
07937,"Zeulenroda-Triebes, Langenwolschendorf",50.6247705276,11.9975153255
84573,Schönberg,48.3448340129,12.4244442978
71120,Grafenau,48.7129851932,8.90403607014
54597,Pronsfeld,50.0885019173,6.42911912543
25852,Bordelum,54.6444768839,8.92120555361
64753,Brombachtal,49.7333758551,8.9456281396
65201,Wiesbaden,50.0606260899,8.16932545309
49525,Lengerich,52.172206737,7.83128830559
37139,Adelebsen,51.5682934357,9.74916608954
24401,Böel,54.647298489,9.70176243935
87754,Kammlach,48.0494762265,10.4056217264
24329,Grebin,54.2245394079,10.5130968336
86483,Balzhausen,48.2352729559,10.4895565631
44145,Dortmund,51.5326714739,7.48353610535
44869,Bochum,51.452942194,7.15728592019
91284,Neuhaus a.d.Pegnitz,49.635396954,11.5550479383
56864,Bad Bertrich,50.0807245947,7.02626179271
48369,Saerbeck,52.179437255,7.63818966593
75172,Pforzheim,48.8908534889,8.68426211153
35396,Gießen,50.6146164422,8.7037946708
34628,Willingshausen,50.8646180999,9.21391197448
70374,Stuttgart,48.8108510447,9.24101414449
22769,Hamburg,53.5662146412,9.94595352716
89293,Kellmünz a.d. Iller,48.1289887339,10.1367684638
87784,Westerheim,48.023842101,10.2978647059
76865,Insheim,49.1475221211,8.14962836863
85107,Baar-Ebenhausen,48.6804719581,11.4732216753
85092,Kösching,48.8361916851,11.5194447784
08459,Neukirchen/Pleiße,50.7831459235,12.3866904374
04277,Leipzig,51.3049689215,12.3709154957
82538,Geretsried,47.8702822925,11.4600302353
92702,Kohlberg,49.6005114918,12.0233504008
92364,Deining,49.2129411375,11.5393760754
86647,Buttenwiesen,48.6106902255,10.719292474
08527,"Plauen, Rößnitz",50.478103619,12.1088164716
56865,Blankenrath u.a.,50.0387146937,7.28590254566
25873,Rantrum,54.4494197212,9.15462891703
86857,Hurlach,48.1201026391,10.8265996446
98746,Katzhütte,50.5265157908,11.0343912758
80802,München,48.1592571919,11.5911310533
95652,Waldsassen,50.0152045038,12.3155826123
94345,Aholfing,48.9371354711,12.4774336877
88099,Neukirch,47.6599164493,9.70239365354
73453,Abtsgmünd,48.9122559105,9.96180614269
21272,Eggestorf,53.1796156295,10.0486815577
35117,Münchhausen,50.9572565239,8.67792966439
72189,Vöhringen,48.3235993994,8.66315880158
89443,Schwenningen,48.6449983162,10.6572726415
38838,Huy,51.9944944987,11.0176397936
33689,Bielefeld,51.9439254475,8.58856808164
64625,Bensheim,49.6930301571,8.62373301808
37441,Bad Sachsa,51.5861592075,10.541831119
17168,"Jördenstorf, Prebberede u.a.",53.8670998274,12.5797756282
09648,"Mittweida, Kriebstein",51.0057411891,12.990360725
12159,Berlin Friedenau,52.4737001488,13.3369669527
12277,Berlin,52.4134800259,13.3751109878
47546,Kalkar,51.7502152528,6.31136893943
58091,Hagen,51.3115091847,7.51837301809
66851,"Mittelbrunn, Queidersbach u.a.",49.372498737,7.62146962864
94347,Ascha,48.9889655469,12.6232331173
94548,Innernzell,48.8484350362,13.2726629812
29308,Winsen (Aller),52.7003491778,9.87908511048
24364,Holzdorf,54.5576371672,9.90501822658
87773,Pleß,48.1024764484,10.1663113704
22956,Grönwohld,53.6473213403,10.4120237314
78628,Rottweil,48.2036157832,8.5586987022
60314,Frankfurt am Main,50.1146840015,8.72408804741
28844,Weyhe,52.988728106,8.85078323674
74915,Waibstadt,49.2944398194,8.90516613297
07387,Krölpa,50.6958233212,11.5191129471
85376,Neufahrn b. Freising,48.3558985472,11.6397011447
97496,Burgpreppach,50.1339530338,10.6305038275
24327,Blekendorf,54.2660773483,10.6630239555
96182,Reckendorf,50.0276834769,10.8325415858
94375,Stallwang,49.0664460391,12.6432995266
94336,Hunderdorf,48.9480779354,12.7312816887
94560,Offenberg,48.8720743484,12.87152229
80637,München,48.1631901575,11.5371794139
85737,Ismaning,48.2405758793,11.7047545363
99867,Gotha,50.9408375013,10.7046013715
71287,Weissach,48.8423656056,8.92175495259
53534,"Barweiler, Bauler, Hoffeld, Pomster, Wiesemscheid, Wirft",50.352853743,6.86037465525
56761,Düngenheim,50.2448520863,7.16524542673
56727,Mayen,50.3262989347,7.19180057343
53773,Hennef (Sieg),50.7558031171,7.32946290927
55568,Staudernheim,49.7605024931,7.6628904222
35689,Dillenburg,50.7532879075,8.33033666276
78166,Donaueschingen,47.9639132446,8.32174397053
54426,Malborn,49.7786940927,6.93688533907
56754,Binningen,50.2207821557,7.26304769294
56368,Katzenelnbogen,50.2703577811,7.95476077386
79733,Görwihl,47.6590382268,8.05435172946
92256,Hahnbach,49.5375157444,11.8115611106
26935,Stadland,53.4089117323,8.4527336643
55483,Dickenschied u.a.,49.9426560681,7.27763785395
17440,"Kröslin, Krummin, Lassan u.a.",54.2466194961,13.9172833921
79540,Lörrach,47.6012655019,7.6693436595
89347,Bubesheim,48.4268524319,10.2477688289
87743,Egg an der Günz,48.08858708,10.2725914623
99713,Ebeleben,51.304798628,10.6677618575
33142,Büren,51.5550300986,8.58448998088
73265,Dettingen unter Teck,48.6116946271,9.44369582236
29599,Weste,53.0529676352,10.6981447827
52499,Baesweiler,50.9179633642,6.18527617476
53925,Kall,50.516428529,6.55267370183
72250,Freudenstadt,48.4797507728,8.41462308479
67373,Dudenhofen,49.3209582522,8.3805846103
67305,Ramsen,49.5208413286,7.98963069563
51429,Bergisch Gladbach,50.9713637107,7.19336499328
48356,Nordwalde,52.1003544853,7.48550312324
48480,"Lünne, Schapen, Spelle",52.3916575148,7.48049802476
06237,Leuna,51.32845242,12.0909110487
84549,Engelsberg,48.1258399703,12.5219672625
83417,Kirchanschöring,47.9493488737,12.8219065056
42477,Radevormwald,51.211844293,7.36012844166
74193,Schwaigern,49.1385096754,9.03000429312
34132,Kassel,51.2851297405,9.41534175018
22767,Hamburg,53.5597088049,9.96259293254
54317,"Osburg, Gusterath, Farschweiler, Kasel u.a.",49.7119490813,6.79874073359
67657,Kaiserslautern,49.4514487,7.81310350363
86925,Fuchstal,47.9331599758,10.822723409
85307,Paunzhausen,48.474686673,11.5634418023
84098,Hohenthann,48.6599215898,12.0973531918
83527,Haag i. OB,48.1741246006,12.1719523679
66969,Lemberg,49.1518604091,7.6605374747
56204,Hillscheid,50.4127940621,7.70549115476
30880,Laatzen,52.2892419544,9.83985634831
89551,Königsbronn,48.739042882,10.1035870143
52080,Aachen,50.7879021218,6.15966238851
73098,Rechberghausen,48.7347769221,9.64314799754
09465,Sehma,50.4954284777,12.9808460189
12623,Berlin Mahlsdorf,52.4810115071,13.5796111861
42659,Solingen,51.1429360792,7.12616966281
66459,Kirkel,49.2972761115,7.25265684521
84104,Rudelzhausen,48.587436542,11.783355919
91356,Kirchehrenbach,49.7317103422,11.1539771482
04288,Leipzig,51.291956113,12.4720895684
52224,Stolberg,50.7388902844,6.28452210257
54296,Trier,49.729892168,6.67428847513
78357,Mühlingen,47.9154549039,9.02188431382
67677,Enkenbach-Alsenborn,49.4917447389,7.90785248586
66996,"Fischbach, Erfweiler u.a.",49.082644636,7.69486266178
48145,Münster,51.9647174548,7.65357060116
56761,Düngenheim,50.2171217822,7.06534674465
24989,Dollerup,54.7816724012,9.68296192921
22844,Norderstedt,53.728160728,10.0001787904
22337,Hamburg,53.6235569724,10.0497689274
87781,Ungerhausen,48.0011754961,10.2689387466
91484,Sugenheim,49.6073715263,10.4122665435
95515,Plankenfels,49.8899839018,11.3392667186
97839,Esselbach,49.8697638798,9.54869709447
93055,Regensburg,49.0048876185,12.1513028608
83358,Seeon-Seebruck,47.9381516554,12.4555888441
14550,Groß Kreutz,52.4209401321,12.7641278494
15838,Am Mellensee,52.146364975,13.3737748009
02997,Wittichenau,51.3793533557,14.2417336237
91177,Thalmässing,49.0975792693,11.2238148435
82216,Maisach,48.2318934615,11.2537491543
14624,Dallgow-Döberitz,52.5122784074,13.0712227254
96155,Buttenheim,49.8235576593,11.0674828959
99976,"Rodeberg, Dünwald u.a.",51.2615976247,10.3653230776
59069,Hamm,51.6246236421,7.86297184032
63869,Heigenbrücken,50.0360803251,9.35164537979
22143,Hamburg,53.6062365592,10.1698557085
99752,Bleicherode,51.4577857273,10.5909725365
38300,Wolfenbüttel,52.1543307666,10.5690276502
86751,Mönchsdeggingen,48.7646948808,10.5957064402
98660,Themar,50.4939595743,10.630128016
40472,Düsseldorf,51.2698493805,6.82283074911
18279,"Lalendorf, Langhagen",53.7539158689,12.3945293389
92552,Teunz,49.5003181025,12.3895287449
19303,Dömitz,53.1965152652,11.2223456212
85307,Paunzhausen,48.474686673,11.5634418023
85413,Hörgertshausen,48.5573145278,11.8706760137
26845,Nortmoor,53.2427200912,7.56247732051
94081,Fürstenzell,48.5307313004,13.3212464794
95448,Bayreuth,49.9322977668,11.6104112369
74321,Bietigheim-Bissingen,48.9328550732,9.15640141028
97499,Donnersdorf,49.9641915955,10.4064481448
16356,Werneuchen,52.6305144639,13.6902666778
46286,Dorsten,51.744025486,7.00019496573
67271,Kindenheim,49.5669581472,8.20950816879
67098,Bad Dürkheim,49.454956303,8.08657652431
33775,Versmold,52.0396100929,8.17152867813
66957,"Vinningen, Trulben, Ruppertsweiler u.a.",49.1930157923,7.70442650295
82291,Mammendorf,48.2075590062,11.1611193515
75449,Wurmberg,48.8743379729,8.81220753345
24855,"Bollingstedt, Jübek",54.5751788208,9.42457862618
42899,Remscheid,51.2089697534,7.23447635144
22089,Hamburg,53.5678767874,10.0479947022
25920,"Risum-Lindholm, Stedesand",54.7493738197,8.86721160038
80999,München,48.1909245518,11.4518766117
80805,München,48.1740152523,11.6068080416
94342,Straßkirchen,48.836921007,12.7198101669
68775,Ketsch,49.3690455128,8.52614865699
75397,Simmozheim,48.7527822822,8.76851639473
21400,Reinstorf,53.2400945125,10.5720601372
79249,Merzhausen,47.965081179,7.82542660723
92249,Vilseck,49.6118820047,11.7984866524
64760,Oberzent,49.5513058402,8.98531864027
78479,Reichenau,47.6689387277,9.14230731291
34399,Oberweser,51.6274117164,9.53539801348
37170,Uslar,51.5693002118,9.64572060822
38531,Rötgesbüttel,52.4093760009,10.5204248122
33330,Gütersloh,51.8974058696,8.37691158286
15517,Fürstenwalde/ Spree,52.374323805,14.0575135407
02956,Rietschen,51.409935905,14.8025561533
52222,Stolberg (Rhld.),50.7843111713,6.214668871
45327,Essen,51.4973069806,7.04606747547
18292,"Krakow, Dobbin-Linstow u.a.",53.6569934249,12.3031170479
28197,Bremen,53.0966620696,8.71467857929
45479,Mülheim an der Ruhr,51.4086410974,6.84203986973
95355,Presseck,50.2325920449,11.5432433788
39629,Bismark,52.6675459156,11.5358323495
82054,Sauerlach,47.9594658507,11.6356059909
06632,"Freyburg, Balgstädt",51.2261707164,11.7540034241
72636,Frickenhausen,48.5859921057,9.360666121
01129,Dresden,51.0969609766,13.7234848528
44265,Dortmund,51.4424432897,7.49073247883
98574,Schmalkalden,50.7155061732,10.4216919086
99820,Hörselberg-Hainich,51.0085497957,10.4809593501
91599,Dentlein a. Forst,49.1439954031,10.4220742462
23627,Groß Grönau,53.782970939,10.7298298908
91085,Weisendorf,49.6271227691,10.8152144106
96164,Kemmern,49.9568997081,10.8669838113
59227,Ahlen,51.7841582637,7.88430281652
56355,Nastätten u.a.,50.2326106685,7.87222245243
63546,Hammersbach,50.2287225082,8.98240465797
82549,Königsdorf,47.8125478601,11.4665617543
04158,Leipzig,51.4022957426,12.3333270886
92559,Winklarn,49.4362873363,12.5045765434
16540,Hohen Neuendorf,52.6609712898,13.2633948271
13353,Berlin Wedding,52.5415972552,13.3494878209
75365,Calw,48.7097400302,8.73580896428
21709,Himmelpforten,53.6131988481,9.29784252296
71672,Marbach am Neckar,48.9358463042,9.26520055015
71563,Affalterbach,48.9191253024,9.33803037832
01774,Klingenberg,50.8948830062,13.5482039923
02977,Hoyerswerda,51.4256250145,14.2201581601
86874,Tussenhausen,48.1062760569,10.5558754846
96126,Maroldsweisach,50.1928732991,10.6796934826
26133,Oldenburg (Oldenburg),53.1039695394,8.22131462647
66497,Contwig,49.2428328655,7.43959689307
88145,Hergatz,47.6435674344,9.8488148907
99885,"Luisenthal, Ohrdruf, Wolfis",50.7979112838,10.740830312
46342,Velen,51.8972272746,6.95376356663
50676,Köln,50.9312757365,6.95244062602
56828,Alflen,50.181225818,7.04263276988
45259,Essen,51.4055758524,7.06225685786
07589,"Münchenbernsdorf, Schwarzbach, Bocka",50.8291961166,11.9387671446
26384,Wilhelmshaven,53.5368030807,8.14407477929
88512,Mengen,48.0450374536,9.32417359023
73776,Altbach,48.7260228414,9.38026922797
95197,Schauenstein,50.2763424094,11.7420897103
25370,Seester,53.7202464257,9.60931327324
66871,Pfeffelbach,49.5419304686,7.34438911983
30851,Langenhagen,52.4320279313,9.73579896193
29365,Sprakensehl,52.7854033801,10.4942741293
74388,Talheim,49.0851004329,9.20129976773
34131,Kassel,51.3114192385,9.40134102643
98529,Suhl,50.6035456008,10.6508991184
29396,Schönewörde,52.6196289711,10.7098674424
96199,Zapfendorf,50.0137978444,10.9523456083
67659,Kaiserslautern,49.4689664764,7.74468279279
94377,Steinach,48.9535458337,12.6032594734
09392,Auerbach,50.6878866092,12.9104589241
47169,Duisburg,51.511769152,6.75691566583
50827,Köln,50.9679389444,6.89927496834
44653,Herne,51.5457178713,7.16442632475
96365,Nordhalben,50.3724120511,11.5251309705
95163,Weißenstadt,50.0992795475,11.8858069245
82433,Bad Kohlgrub,47.6644455251,11.0739150377
19249,Lübtheen,53.29778455,11.08777405
12627,Berlin Hellersdorf,52.5371704179,13.6135052358
54570,"Pelm, Neroth u.a.",50.2629307456,6.59782999486
45472,Mülheim an der Ruhr,51.4366337474,6.93449490281
26725,Emden,53.3591238139,7.25646650329
97348,Rödelsee,49.7286008253,10.2514508025
97469,Gochsheim,50.0170033807,10.288474331
79856,Hinterzarten,47.8934994732,8.07797949866
59379,Selm,51.6837996052,7.48571000113
74423,Obersontheim,49.0475372324,9.85967531403
97725,Elfershausen,50.12943317,9.97450809964
97640,Oberstreu,50.3934909294,10.3305368998
25821,"Bredstedt, Breklum u.a.",54.6108836789,8.95658730841
77749,Hohberg,48.4158133094,7.90821215028
77773,Schenkenzell,48.3315120656,8.35290562108
25551,Hohenlockstedt,53.993215131,9.62399551605
39319,Jerichow,52.481444323,12.0688836301
93170,Bernhardswald,49.1067581602,12.2445365949
84323,Massing,48.400544254,12.6174907702
09117,Chemnitz,50.8230994222,12.8320621092
94148,Kirchham,48.3457136472,13.2526333863
45879,Gelsenkirchen,51.505960846,7.09506949706
54314,Zerf,49.5915012853,6.68885746387
85406,Zolling,48.4685038966,11.7680055709
23860,Klein Wesenberg,53.8011067073,10.5600737038
17321,"Löcknitz, Rothenklempenow",53.4811512445,14.2412953229
37696,Marienmünster,51.8234798549,9.23232455536
34590,Wabern,51.093781068,9.35604791676
24884,"Selk, Geltdorf, Hahnekrug",54.4664028629,9.59599075141
73104,Börtlingen,48.7595386811,9.63547825319
33332,Gütersloh,51.8963201023,8.39713739933
29342,Wienhausen,52.5784882218,10.2040457581
38272,Burgdorf,52.1433973003,10.2159204094
72213,Altensteig,48.5962279618,8.60181127717
78089,Unterkirnach,48.0982326193,8.38065032727
91349,Egloffstein,49.7138925294,11.2629435189
94542,Haarbach,48.5025292317,13.1448484384
10623,Berlin Charlottenburg,52.5088713376,13.3273882269
83109,Großkarolinenfeld,47.9003044358,12.0679681621
08066,Zwickau,50.7273022367,12.5266759469
16831,Rheinsberg,53.1093311857,12.8994058929
39221,"Welsleben, Biere, Eickendorf u.a.",51.969599928,11.6790086641
70190,Stuttgart,48.7913769288,9.20314608147
29597,Stoetze,53.0551614826,10.799175788
97941,Tauberbischofsheim,49.6226213017,9.65535475789
94145,Haidmühle,48.8255975882,13.7436055183
45966,Gladbeck,51.5875389058,6.96651016453
79725,Laufenburg (Baden),47.5855940904,8.0673582038
50939,Köln,50.9080269373,6.9247879022
56826,Lutzerath,50.1266110759,7.00564092464
68753,Waghäusel,49.2309855303,8.53635128924
24625,Großharrie,54.130615072,10.0684379354
56479,Oberrod u.a.,50.6155759392,8.07834672969
67433,Neustadt an der Weinstraße,49.3546016375,8.15519970954
67586,Hillesheim,49.7799552074,8.25240555648
07926,Gefell,50.4443153607,11.8260480117
83080,Oberaudorf,47.6636495766,12.1138052417
93149,Nittenau,49.2058840881,12.2448876333
01683,Nossen,51.1006935241,13.3071376313
17493,Greifswald,54.183271194,13.3617387549
10999,Berlin Kreuzberg,52.4969294078,13.4265444493
34599,Neuental,50.9957673135,9.22089322336
63599,Biebergemünd,50.1749388428,9.31419854897
89183,Breitingen,48.5243658018,10.000160216
97488,Stadtlauringen,50.184492386,10.3847496721
97528,Sulzdorf a.d. Lederhecke,50.2440527068,10.5656269445
96193,Wachenroth,49.7473498685,10.7135632527
24975,Husby,54.7590114845,9.56054611836
19089,"Crivitz, Friedrichsruhe u.a.",53.5751654696,11.6917089334
67718,Schmalenberg,49.3326496363,7.74073531535
42119,Wuppertal,51.2435333644,7.15711693422
56821,Ellenz-Poltersdorf,50.1137872974,7.23132560178
01239,Dresden,50.9995572196,13.7851876369
95517,Emtmannsberg,49.8896494073,11.6830293314
20149,Hamburg,53.5782132383,9.99254229339
95706,Schirnding,50.0718805862,12.2370429165
01127,Dresden,51.0913044741,13.7448371608
64711,Erbach,49.6365337381,9.00969392978
72461,Albstadt,48.2646662234,9.01849944449
71679,Asperg,48.9060403521,9.14280502
63825,"Schöllkrippen, Blankenbach",50.0966418158,9.26470475467
37642,Holenberg,51.912196631,9.58458086591
65551,Limburg,50.3792208295,8.12581097427
77978,Schuttertal,48.2471138892,7.96758602362
48529,Nordhorn,52.3958423067,7.08385946381
56814,Ediger-Eller,50.1005430597,7.24154058645
92444,Rötz,49.3524542833,12.5308709374
04838,Eilenburg u.a.,51.4877431237,12.6216887173
17207,Röbel/Müritz,53.3741111727,12.6235377466
90471,Nürnberg,49.4016127861,11.115379189
06308,"Klostermansfeld, Benndorf",51.5786910149,11.4896378137
56593,Horhausen (Westerwald),50.5922271873,7.51510472521
54411,"Deuselbach, Hermeskeil, Rorodt",49.7621258359,7.05109024162
79868,Feldberg,47.8648725037,8.06750575944
67316,Carlsberg,49.4902037584,8.03243874894
53115,Bonn,50.7233508885,7.08954526484
49545,Tecklenburg,52.2232280437,7.80612777288
97241,"Bergtheim, Oberpleichfeld",49.8980095091,10.0867444815
97252,Frickenhausen,49.6791351962,10.1020939073
91477,Markt Bibart,49.6558637112,10.4072062052
63834,Sulzbach am Main,49.9151511611,9.1905544394
25799,Wrohm,54.2161772223,9.40257106177
07778,Neuengönna u.a.,50.9893833774,11.6107179788
91090,Effeltrich,49.6629679596,11.1079113073
83083,Riedering,47.8395248779,12.2375450619
22083,Hamburg,53.5792306461,10.0310239738
24223,Schwentinetal,54.2736791172,10.2465764327
15328,"Golzow, Zechin u.a.",52.566405993,14.5311415275
24943,"Flensburg, Tastrup",54.780304594,9.47405021613
65329,Hohenstein,50.1961023419,8.1003768541
24799,"Meggerdorf, Friedrichsholm, Friedrichsgraben u.a.",54.3337971413,9.40388071186
18198,"Stäbelow, Kritzmow",54.0567544807,12.031533584
29594,Soltendiek,52.8691456585,10.7767102108
94034,Passau,48.5927756443,13.4396107882
94065,Waldkirchen,48.735032619,13.603877888
94547,Iggensbach,48.7222021105,13.1608786733
86825,Bad Wörishofen,48.000845496,10.599781641
98663,Bad Colberg-Heldburg,50.2746062198,10.6974490836
01796,"Pirna, Struppen, Dohma",50.946292921,13.9602433508
54657,"Badem, Gindorf, Neidenbach",50.0955193009,6.56237281569
56829,Pommern,50.1818092961,7.25336240626
24107,Kiel,54.3426179729,10.0265699751
