entry_id,customer_id,admission,time
5262,3535,USC,2024-02-17 19:03:11.023995
5263,6541,USC,2024-02-17 20:34:25.861097
5264,2231,USC,2024-02-17 20:55:21.991537
5265,6626,USC,2024-02-17 21:03:15.204794
5266,8609,USC,2024-02-17 20:11:55.116855
5267,7587,Tageseintritt,2024-02-17 20:17:56.470205
5268,6112,Tageseintritt,2024-02-17 19:14:47.900220
5269,4907,USC,2024-02-17 20:54:08.783078
5270,5026,USC,2024-02-17 19:19:24.496719
5271,3196,USC,2024-02-17 17:50:57.420063
5272,9045,Tageseintritt,2024-02-17 21:04:50.573626
5273,6575,Tageseintritt,2024-02-17 19:07:59.640028
5274,6572,USC,2024-02-17 21:05:42.638190
5275,3012,Abo,2024-02-17 19:07:47.657496
5276,9595,USC,2024-02-17 19:50:25.141423
5277,7867,USC,2024-02-17 19:31:13.075997
5278,5419,Tageseintritt,2024-02-17 18:42:02.231868
5279,1717,USC,2024-02-17 20:36:50.529442
5280,8456,USC,2024-02-17 19:47:31.540808
5281,2238,USC,2024-02-17 18:49:50.726199
5282,3970,Tageseintritt,2024-02-17 20:14:15.650728
5283,6278,Tageseintritt,2024-02-17 20:04:07.438565
5284,7375,Tageseintritt,2024-02-17 20:04:41.103758
5285,9090,USC,2024-02-17 20:01:10.218148
5286,1853,USC,2024-02-17 20:51:24.576301
5287,3489,USC,2024-02-17 19:57:14.230775
5288,9316,USC,2024-02-17 20:45:12.634729
5289,2440,Tageseintritt,2024-02-17 21:02:09.144632
5290,7565,Tageseintritt,2024-02-18 13:37:55.682480
5291,9202,Abo,2024-02-18 12:45:59.650087
5292,3735,USC,2024-02-18 15:58:02.543868
5293,5970,USC,2024-02-18 13:23:29.298771
5294,6534,Tageseintritt,2024-02-18 11:05:28.537381
5295,1031,Abo,2024-02-18 11:28:03.223146
5296,739,Abo,2024-02-18 12:03:06.985221
5297,4132,Tageseintritt,2024-02-18 14:01:47.297833
5298,9868,USC,2024-02-18 11:16:28.065689
5299,6709,USC,2024-02-18 13:10:46.031368
5300,356,USC,2024-02-18 15:37:32.521255
5301,8888,USC,2024-02-18 11:38:36.077795
5302,1282,USC,2024-02-18 12:00:44.327615
5303,8528,Tageseintritt,2024-02-18 15:47:03.245284
5304,167,Tageseintritt,2024-02-18 12:31:01.168553
5305,3259,USC,2024-02-18 11:58:51.189072
5306,3507,USC,2024-02-18 16:30:09.318125
5307,680,Tageseintritt,2024-02-18 10:22:47.100220
5308,2404,USC,2024-02-18 10:51:05.737440
5309,6546,USC,2024-02-18 13:03:50.415536
5310,9391,Abo,2024-02-18 11:56:57.323758
5311,1298,USC,2024-02-18 11:06:23.262049
5312,6589,Abo,2024-02-18 14:02:37.203361
5313,1488,USC,2024-02-18 10:02:01.180504
5314,4559,Tageseintritt,2024-02-18 12:36:25.303652
5315,7179,USC,2024-02-18 11:53:10.090286
5316,3129,USC,2024-02-18 10:33:08.860053
5317,8163,USC,2024-02-18 10:00:00.000000
5318,5722,USC,2024-02-18 12:36:06.173656
5319,3733,USC,2024-02-18 12:27:07.611339
5320,3789,Abo,2024-02-18 11:31:08.051121
5321,7053,Abo,2024-02-18 10:00:00.000000
5322,8886,Abo,2024-02-18 10:00:00.000000
5323,1831,Tageseintritt,2024-02-18 14:14:33.599130
5324,1559,USC,2024-02-18 12:53:03.039265
5325,8186,Tageseintritt,2024-02-18 12:37:34.667814
5326,8108,Tageseintritt,2024-02-18 11:21:33.476301
5327,6649,Abo,2024-02-18 13:12:42.180146
5328,5449,USC,2024-02-18 14:02:18.820018
5329,5170,USC,2024-02-18 12:18:06.060945
5330,9269,Tageseintritt,2024-02-18 13:59:12.763123
5331,7569,USC,2024-02-18 13:18:34.749816
5332,7845,Tageseintritt,2024-02-18 10:00:00.000000
5333,2990,Tageseintritt,2024-02-18 12:01:28.187195
5334,8723,Abo,2024-02-18 10:00:00.000000
5335,5266,USC,2024-02-18 11:22:32.578363
5336,837,Tageseintritt,2024-02-18 10:00:00.000000
5337,4052,USC,2024-02-18 10:27:28.095757
5338,9859,USC,2024-02-18 12:58:31.873522
5339,6792,USC,2024-02-18 11:13:15.215955
5340,9328,Tageseintritt,2024-02-18 12:11:30.374018
5341,4445,Tageseintritt,2024-02-18 11:29:57.862555
5342,6437,USC,2024-02-18 13:20:49.797215
5343,3283,USC,2024-02-18 10:00:00.000000
5344,4856,USC,2024-02-18 10:53:47.412273
5345,419,USC,2024-02-18 13:33:19.464860
5346,2081,Tageseintritt,2024-02-18 13:27:23.747226
5347,7577,USC,2024-02-18 10:00:00.000000
5348,432,USC,2024-02-18 12:56:27.441515
5349,818,USC,2024-02-18 13:31:01.755843
5350,2891,Abo,2024-02-18 14:54:11.184490
5351,5163,Tageseintritt,2024-02-18 10:16:17.517382
5352,1908,USC,2024-02-18 10:02:58.447257
5353,5313,USC,2024-02-18 12:54:55.764049
5354,8018,USC,2024-02-18 12:18:21.483674
5355,1987,Abo,2024-02-18 14:48:28.026207
5356,5455,USC,2024-02-18 11:40:58.620478
5357,6154,USC,2024-02-18 14:07:03.229161
5358,6570,USC,2024-02-18 10:06:32.366487
5359,3281,USC,2024-02-18 11:21:30.860804
5360,6727,USC,2024-02-18 10:53:34.730677
5361,2113,Tageseintritt,2024-02-18 12:07:00.802071
5362,6573,Tageseintritt,2024-02-18 17:56:06.754816
5363,1095,USC,2024-02-18 18:12:30.362226
5364,5687,Tageseintritt,2024-02-18 17:53:57.253491
5365,3576,Tageseintritt,2024-02-18 14:52:31.481993
5366,362,Abo,2024-02-18 17:50:05.219620
5367,4310,USC,2024-02-18 15:55:34.216197
5368,6973,USC,2024-02-18 18:51:43.941486
5369,5212,USC,2024-02-18 17:37:53.997391
5370,7441,USC,2024-02-18 16:56:18.459711
5371,6504,USC,2024-02-18 16:46:18.578466
5372,1428,Tageseintritt,2024-02-18 18:11:57.750832
5373,9826,Tageseintritt,2024-02-18 16:05:47.025252
5374,6463,Tageseintritt,2024-02-18 16:09:22.112662
5375,7163,USC,2024-02-18 18:18:46.704142
5376,5414,Tageseintritt,2024-02-18 14:48:06.485254
5377,4790,USC,2024-02-18 17:27:49.753134
5378,6,USC,2024-02-18 18:08:58.189495
5379,7241,Abo,2024-02-18 17:20:36.515183
5380,1515,USC,2024-02-18 17:08:38.808532
5381,389,Abo,2024-02-18 17:45:27.858213
5382,3568,USC,2024-02-18 14:37:07.841749
5383,735,USC,2024-02-18 19:55:47.433505
5384,7667,Abo,2024-02-18 14:31:30.444051
5385,852,USC,2024-02-18 14:10:36.593708
5386,5315,USC,2024-02-18 16:38:03.218191
5387,3541,USC,2024-02-18 17:45:56.393497
5388,1515,USC,2024-02-18 17:30:07.638953
5389,3727,Tageseintritt,2024-02-18 17:09:01.410983
5390,1779,USC,2024-02-18 15:33:24.881809
5391,7314,Tageseintritt,2024-02-18 15:00:46.009715
5392,2060,USC,2024-02-18 21:08:29.072035
5393,9622,USC,2024-02-18 11:56:23.246854
5394,5797,USC,2024-02-18 15:35:04.974697
5395,691,Tageseintritt,2024-02-18 17:47:59.701504
5396,8887,USC,2024-02-18 13:44:12.058123
5397,6003,Tageseintritt,2024-02-18 18:12:18.555659
5398,9323,Abo,2024-02-18 14:28:10.211955
5399,9811,USC,2024-02-18 18:07:37.800044
5400,2659,Tageseintritt,2024-02-18 15:52:05.153609
5401,3884,Tageseintritt,2024-02-18 19:18:50.708061
5402,583,USC,2024-02-18 18:35:06.287018
5403,8928,Tageseintritt,2024-02-18 18:26:32.760017
5404,5950,USC,2024-02-18 20:18:51.020900
5405,7415,Tageseintritt,2024-02-18 18:05:13.076529
5406,8608,Tageseintritt,2024-02-18 19:23:26.859405
5407,1088,Tageseintritt,2024-02-18 18:21:58.056618
5408,8089,Tageseintritt,2024-02-18 19:20:27.713190
5409,4536,Tageseintritt,2024-02-18 19:54:01.966607
5410,10000,Tageseintritt,2024-02-18 21:16:32.997450
5411,7273,Tageseintritt,2024-02-18 20:27:03.973632
5412,7992,Tageseintritt,2024-02-18 20:23:20.063612
5413,4234,Tageseintritt,2024-02-18 19:47:39.294604
5414,751,Tageseintritt,2024-02-18 21:03:23.921253
5415,3169,Tageseintritt,2024-02-18 20:22:29.703010
5416,3488,USC,2024-02-18 18:55:24.047867
5417,6815,Tageseintritt,2024-02-18 20:46:04.367692
5418,2772,USC,2024-02-18 19:30:12.748390
5419,3686,USC,2024-02-18 20:19:21.082683
5420,5696,USC,2024-02-18 19:28:16.952717
5421,7282,USC,2024-02-18 20:41:10.435422
5422,2375,USC,2024-02-18 20:03:02.715982
5423,7556,Tageseintritt,2024-02-18 20:17:34.394579
5424,7287,USC,2024-02-18 19:27:22.368010
5425,7422,USC,2024-02-18 18:32:50.567787
5426,5637,Tageseintritt,2024-02-18 18:03:15.712560
5427,2775,USC,2024-02-18 19:07:19.473191
5428,6025,Tageseintritt,2024-02-18 20:21:44.099849
5429,8452,Tageseintritt,2024-02-18 20:18:42.239386
5430,4221,USC,2024-02-18 20:28:15.720047
5431,1107,USC,2024-02-18 20:21:23.407631
5432,9075,Tageseintritt,2024-02-18 21:25:42.875969
5433,7761,USC,2024-02-18 20:00:18.510846
5434,6549,Tageseintritt,2024-02-19 21:23:03.900634
5435,8103,Abo,2024-02-19 20:55:49.336430
5436,5206,USC,2024-02-19 14:02:58.013848
5437,5901,Tageseintritt,2024-02-19 14:36:42.508597
5438,7449,USC,2024-02-19 20:17:20.717510
5439,9843,Tageseintritt,2024-02-19 18:20:52.088541
5440,7305,Abo,2024-02-19 17:37:20.498299
5441,7651,USC,2024-02-19 14:29:09.668125
5442,2832,USC,2024-02-19 15:31:25.028623
5443,3910,USC,2024-02-19 17:57:44.927526
5444,7732,Abo,2024-02-19 16:13:17.419467
5445,4544,USC,2024-02-19 14:16:52.061610
5446,1106,USC,2024-02-19 20:01:51.710833
5447,9795,Abo,2024-02-19 20:23:36.264876
5448,42,Abo,2024-02-19 17:33:24.753034
5449,1577,Tageseintritt,2024-02-19 19:31:10.342391
5450,7455,USC,2024-02-19 15:48:09.924304
5451,5972,USC,2024-02-19 17:28:01.709248
5452,2775,USC,2024-02-19 22:34:20.863654
5453,4418,Tageseintritt,2024-02-19 18:37:31.921707
5454,3496,Tageseintritt,2024-02-19 16:52:45.953553
5455,3094,USC,2024-02-19 16:12:43.518862
5456,6759,USC,2024-02-19 20:13:34.760465
5457,262,USC,2024-02-19 16:56:29.169838
5458,8449,Tageseintritt,2024-02-19 20:12:26.177535
5459,4103,Tageseintritt,2024-02-19 18:33:38.758146
5460,9686,USC,2024-02-19 16:05:03.516444
5461,2220,Tageseintritt,2024-02-19 16:05:47.046414
5462,3693,USC,2024-02-19 18:08:08.976318
5463,9458,Abo,2024-02-19 20:29:12.390424
5464,210,Abo,2024-02-19 16:54:37.861089
5465,4574,Abo,2024-02-19 16:02:41.673848
5466,5178,Abo,2024-02-19 17:02:57.149599
5467,7850,USC,2024-02-19 13:41:17.739778
5468,7644,Abo,2024-02-19 15:29:29.404336
5469,7185,Abo,2024-02-19 18:40:16.143960
5470,1622,USC,2024-02-19 17:15:59.575124
5471,197,USC,2024-02-19 21:58:22.823082
5472,3455,USC,2024-02-19 16:15:41.259644
5473,2130,Abo,2024-02-19 16:55:08.475344
5474,4882,Tageseintritt,2024-02-19 16:46:25.244119
5475,5954,USC,2024-02-19 15:23:14.692983
5476,1530,USC,2024-02-19 20:28:17.306234
5477,4388,Tageseintritt,2024-02-19 18:51:44.116653
5478,7706,USC,2024-02-19 19:30:57.299750
5479,5711,Tageseintritt,2024-02-19 18:46:24.865119
5480,3258,USC,2024-02-19 16:44:12.080328
5481,7633,Abo,2024-02-19 15:40:49.052905
5482,3314,USC,2024-02-19 18:49:20.637433
5483,7330,Abo,2024-02-19 21:08:21.689219
5484,4732,USC,2024-02-19 16:57:23.201664
5485,1082,USC,2024-02-19 18:24:02.423826
5486,1805,Tageseintritt,2024-02-19 16:52:15.655928
5487,754,USC,2024-02-19 17:12:52.165816
5488,6822,Tageseintritt,2024-02-19 15:41:16.087956
5489,4543,Tageseintritt,2024-02-19 17:11:21.922181
5490,7545,USC,2024-02-19 18:34:36.155995
5491,4112,Abo,2024-02-19 15:06:37.160710
5492,4014,USC,2024-02-19 14:10:21.624007
5493,6441,USC,2024-02-19 12:56:45.765729
5494,7114,USC,2024-02-19 15:29:58.080625
5495,6828,USC,2024-02-19 08:00:00.000000
5496,2935,USC,2024-02-19 12:00:39.907527
5497,6614,USC,2024-02-19 14:43:37.492290
5498,1008,Abo,2024-02-19 13:44:52.736895
5499,3382,USC,2024-02-19 12:51:16.035469
5500,5726,USC,2024-02-19 15:11:42.920550
5501,6301,USC,2024-02-19 13:36:51.321693
5502,8038,USC,2024-02-19 15:35:08.887299
5503,3678,USC,2024-02-19 09:33:51.509627
5504,514,Abo,2024-02-19 13:44:08.975467
5505,1754,USC,2024-02-19 16:24:23.598004
5506,9967,Tageseintritt,2024-02-19 13:30:59.219417
5507,7744,USC,2024-02-19 12:53:05.676422
5508,5868,USC,2024-02-19 13:10:19.035927
5509,7317,USC,2024-02-19 12:23:45.317092
5510,8761,USC,2024-02-19 11:53:37.741693
5511,5826,USC,2024-02-19 20:10:20.098203
5512,8769,Abo,2024-02-19 20:42:45.172643
5513,9448,USC,2024-02-19 20:07:01.208766
5514,6959,Abo,2024-02-19 19:46:01.998447
5515,3484,USC,2024-02-19 19:20:19.468422
5516,353,Abo,2024-02-19 21:55:19.090462
5517,5046,Abo,2024-02-19 18:31:37.163948
5518,943,Tageseintritt,2024-02-19 21:39:32.619179
5519,7754,Tageseintritt,2024-02-19 19:51:04.362765
5520,5506,USC,2024-02-19 19:05:01.331177
5521,8723,Abo,2024-02-19 20:16:10.804008
5522,9586,USC,2024-02-19 19:16:21.145952
5523,9737,USC,2024-02-19 18:16:08.316471
5524,2231,USC,2024-02-19 19:16:25.814561
5525,6974,USC,2024-02-19 20:33:13.753527
5526,9908,USC,2024-02-19 19:06:15.677369
5527,7318,USC,2024-02-19 20:12:24.180385
5528,9617,USC,2024-02-19 20:24:43.711459
5529,8502,Abo,2024-02-19 20:18:54.398119
5530,6921,USC,2024-02-20 18:15:43.102236
5531,6508,USC,2024-02-20 16:54:55.147348
5532,3953,USC,2024-02-20 17:05:21.226671
5533,8552,USC,2024-02-20 18:23:17.452588
5534,2147,Tageseintritt,2024-02-20 17:54:43.980385
5535,2862,Tageseintritt,2024-02-20 17:40:25.178110
5536,9434,USC,2024-02-20 17:14:54.797785
5537,7760,Abo,2024-02-20 19:06:43.743893
5538,3763,Tageseintritt,2024-02-20 16:35:52.070332
5539,3410,Tageseintritt,2024-02-20 16:33:45.943919
5540,2770,USC,2024-02-20 19:41:02.033660
5541,5705,Tageseintritt,2024-02-20 19:07:45.783154
5542,6080,USC,2024-02-20 20:37:41.626007
5543,7770,Tageseintritt,2024-02-20 17:07:53.580523
5544,3706,USC,2024-02-20 16:22:14.126781
5545,3103,USC,2024-02-20 18:06:02.452787
5546,9377,USC,2024-02-20 17:16:59.212952
5547,3090,Abo,2024-02-20 18:30:52.748964
5548,5905,Tageseintritt,2024-02-20 17:20:33.642247
5549,3339,USC,2024-02-20 17:47:44.170621
5550,6159,Abo,2024-02-20 18:10:20.972064
5551,680,Tageseintritt,2024-02-20 18:58:27.498553
5552,4066,USC,2024-02-20 18:27:35.286498
5553,5381,USC,2024-02-20 15:40:14.625967
5554,1507,USC,2024-02-20 15:25:29.190959
5555,1261,Tageseintritt,2024-02-20 15:05:40.616582
5556,1398,USC,2024-02-20 19:44:32.138824
5557,9142,USC,2024-02-20 19:59:52.527873
5558,2001,Tageseintritt,2024-02-20 21:11:29.403307
5559,7823,USC,2024-02-20 18:21:30.909406
5560,2789,Tageseintritt,2024-02-20 18:45:00.378164
5561,2652,USC,2024-02-20 16:14:28.900040
5562,62,USC,2024-02-20 20:41:35.606750
5563,592,Tageseintritt,2024-02-20 15:25:14.719640
5564,2916,Tageseintritt,2024-02-20 15:45:12.973814
5565,8332,Abo,2024-02-20 17:27:58.193867
5566,9177,Abo,2024-02-20 18:41:25.398148
5567,5030,USC,2024-02-20 19:23:01.198103
5568,9068,Tageseintritt,2024-02-20 17:04:23.178508
5569,5484,Tageseintritt,2024-02-20 20:09:36.602044
5570,8311,Tageseintritt,2024-02-20 15:37:21.636710
5571,684,USC,2024-02-20 17:10:16.739772
5572,9720,USC,2024-02-20 19:18:54.686386
5573,5707,USC,2024-02-20 16:50:44.637213
5574,5863,USC,2024-02-20 14:38:23.385365
5575,4578,Abo,2024-02-20 15:34:41.030229
5576,2840,USC,2024-02-20 16:59:31.744247
5577,9363,USC,2024-02-20 19:19:06.335492
5578,1853,USC,2024-02-20 14:36:39.800026
5579,2655,USC,2024-02-20 19:48:23.909457
5580,2524,Abo,2024-02-20 19:32:22.027798
5581,2402,USC,2024-02-20 19:40:19.744548
5582,5376,Tageseintritt,2024-02-20 18:32:17.538514
5583,574,USC,2024-02-20 18:28:23.448883
5584,6678,Tageseintritt,2024-02-20 17:18:53.344013
5585,249,USC,2024-02-20 17:23:44.678942
5586,9,USC,2024-02-20 19:31:35.056376
5587,9111,USC,2024-02-20 18:37:46.541329
5588,7853,USC,2024-02-20 15:33:13.490369
5589,4025,Tageseintritt,2024-02-20 08:00:00.000000
5590,6629,USC,2024-02-20 12:48:13.361308
5591,3265,Tageseintritt,2024-02-20 10:21:04.135083
5592,6047,USC,2024-02-20 13:19:13.830284
5593,1502,Tageseintritt,2024-02-20 10:03:05.512404
5594,7930,Tageseintritt,2024-02-20 11:59:17.235874
5595,5862,USC,2024-02-20 15:22:23.452021
5596,6082,Abo,2024-02-20 10:26:02.774375
5597,8974,USC,2024-02-20 12:27:26.404569
5598,3939,USC,2024-02-20 09:37:17.827565
5599,1158,USC,2024-02-20 12:52:22.733151
5600,638,Tageseintritt,2024-02-20 11:24:34.901019
5601,3024,USC,2024-02-20 10:57:14.986081
5602,1706,USC,2024-02-20 08:57:34.380010
5603,3094,USC,2024-02-20 08:49:52.904307
5604,1198,Abo,2024-02-20 14:47:01.738993
5605,3326,Abo,2024-02-20 14:46:46.320565
5606,328,USC,2024-02-20 16:01:23.125931
5607,537,Abo,2024-02-20 19:12:05.190810
5608,4772,USC,2024-02-20 21:48:44.914173
5609,7354,USC,2024-02-20 19:13:45.169933
5610,723,USC,2024-02-20 20:51:56.787845
5611,8176,USC,2024-02-20 19:37:16.256717
5612,3128,Tageseintritt,2024-02-20 19:57:10.596999
5613,4909,USC,2024-02-20 20:27:02.222605
5614,2358,USC,2024-02-20 22:08:06.304323
5615,643,USC,2024-02-20 18:49:04.215457
5616,7124,USC,2024-02-20 20:15:53.984778
5617,5841,Tageseintritt,2024-02-20 19:46:41.029941
5618,7852,USC,2024-02-20 20:21:18.790949
5619,3754,USC,2024-02-20 19:52:13.603461
5620,1762,USC,2024-02-20 18:33:34.978105
5621,1438,USC,2024-02-20 20:55:02.398392
5622,2602,USC,2024-02-20 20:16:49.909424
5623,6062,Tageseintritt,2024-02-20 20:20:01.954352
5624,8263,USC,2024-02-20 18:35:57.650757
5625,9472,Abo,2024-02-20 20:46:30.587874
5626,2870,Tageseintritt,2024-02-21 19:31:26.439885
5627,7217,USC,2024-02-21 19:00:36.623409
5628,1484,USC,2024-02-21 20:06:54.119248
5629,8466,USC,2024-02-21 19:34:07.381466
5630,847,Abo,2024-02-21 21:00:12.450444
5631,3297,USC,2024-02-21 17:26:56.424367
5632,2250,Tageseintritt,2024-02-21 17:37:29.305296
5633,2290,USC,2024-02-21 18:59:51.886544
5634,5469,USC,2024-02-21 17:41:03.525194
5635,6466,USC,2024-02-21 21:38:39.008280
5636,9320,USC,2024-02-21 16:35:22.419265
5637,233,USC,2024-02-21 19:25:00.164870
5638,4551,USC,2024-02-21 16:00:01.864972
5639,8330,USC,2024-02-21 18:37:43.516415
5640,5739,USC,2024-02-21 18:14:18.614839
5641,9838,Tageseintritt,2024-02-21 16:46:39.492229
5642,5845,Tageseintritt,2024-02-21 16:09:08.109744
5643,4556,Tageseintritt,2024-02-21 16:30:59.351109
5644,4129,USC,2024-02-21 17:24:24.512385
5645,1200,USC,2024-02-21 19:19:31.772727
5646,2173,USC,2024-02-21 18:54:04.776778
5647,1348,Tageseintritt,2024-02-21 13:59:37.243997
5648,2173,USC,2024-02-21 18:29:48.898440
5649,176,Tageseintritt,2024-02-21 19:18:50.812478
5650,3486,USC,2024-02-21 19:31:04.509961
5651,1909,Tageseintritt,2024-02-21 14:52:14.987560
5652,8203,USC,2024-02-21 19:37:41.162665
5653,5965,USC,2024-02-21 16:28:25.747102
5654,3704,USC,2024-02-21 20:10:29.170817
5655,1305,USC,2024-02-21 15:02:41.093202
5656,8285,USC,2024-02-21 18:15:28.015393
5657,3195,USC,2024-02-21 17:32:45.678582
5658,8408,Tageseintritt,2024-02-21 16:04:27.559173
5659,7784,Abo,2024-02-21 15:56:31.379741
5660,5964,USC,2024-02-21 18:44:01.147629
5661,2057,USC,2024-02-21 16:03:21.947876
5662,7167,USC,2024-02-21 15:06:24.504117
5663,5561,USC,2024-02-21 17:05:36.916623
5664,3547,Tageseintritt,2024-02-21 18:53:09.628732
5665,6204,Tageseintritt,2024-02-21 14:56:22.032126
5666,3239,Tageseintritt,2024-02-21 17:07:31.375691
5667,7223,USC,2024-02-21 16:26:11.388545
5668,2718,USC,2024-02-21 16:01:02.782872
5669,9118,USC,2024-02-21 17:17:37.467721
5670,3040,Tageseintritt,2024-02-21 16:09:21.630781
5671,888,USC,2024-02-21 21:53:57.905013
5672,2927,USC,2024-02-21 19:28:09.161955
5673,9110,Tageseintritt,2024-02-21 15:38:45.737807
5674,7597,Tageseintritt,2024-02-21 17:07:59.322485
5675,5812,Tageseintritt,2024-02-21 14:20:59.927099
5676,4648,USC,2024-02-21 16:41:28.091455
5677,8824,Abo,2024-02-21 16:38:49.195335
5678,700,Tageseintritt,2024-02-21 17:22:10.558986
5679,1179,USC,2024-02-21 16:01:36.852369
5680,7682,Tageseintritt,2024-02-21 18:35:54.905666
5681,7334,Tageseintritt,2024-02-21 09:32:59.870395
5682,8856,USC,2024-02-21 11:25:44.852466
5683,7248,Abo,2024-02-21 09:12:10.602312
5684,1272,USC,2024-02-21 13:12:10.012103
5685,1680,USC,2024-02-21 13:06:26.723005
5686,1832,Tageseintritt,2024-02-21 08:00:00.000000
5687,8657,USC,2024-02-21 13:23:30.428185
5688,838,USC,2024-02-21 13:04:19.425566
5689,7994,USC,2024-02-21 12:17:59.768302
5690,4056,USC,2024-02-21 10:07:06.878695
5691,3820,USC,2024-02-21 12:15:58.574846
5692,2976,Tageseintritt,2024-02-21 13:31:34.446478
5693,3736,USC,2024-02-21 11:07:58.779381
5694,5879,Tageseintritt,2024-02-21 10:10:52.274110
5695,4919,USC,2024-02-21 14:22:07.754078
5696,5731,USC,2024-02-21 11:06:08.174780
5697,3741,USC,2024-02-21 08:22:57.874589
5698,8880,Abo,2024-02-21 14:36:41.834336
5699,383,USC,2024-02-21 19:56:29.454899
5700,754,USC,2024-02-21 20:32:30.570901
5701,8067,Abo,2024-02-21 19:20:17.923839
5702,8757,Tageseintritt,2024-02-21 18:52:39.593107
5703,2243,USC,2024-02-21 20:00:00.444688
5704,9917,Tageseintritt,2024-02-21 20:35:21.857395
5705,7846,USC,2024-02-21 20:23:32.804936
5706,7291,Tageseintritt,2024-02-21 19:31:00.788878
5707,5795,Tageseintritt,2024-02-21 21:20:58.057197
5708,4020,USC,2024-02-21 20:14:37.986084
5709,1887,USC,2024-02-21 19:29:33.463801
5710,6044,Abo,2024-02-21 18:46:58.382913
5711,8331,Abo,2024-02-21 20:32:40.337617
5712,2011,USC,2024-02-21 22:36:45.245523
5713,4082,USC,2024-02-21 19:25:29.021085
5714,5045,USC,2024-02-21 20:47:10.758685
5715,5525,USC,2024-02-21 18:53:18.645245
5716,6363,USC,2024-02-21 21:13:06.875678
5717,5883,USC,2024-02-22 18:38:35.729209
5718,1936,Abo,2024-02-22 14:22:31.537492
5719,1990,Tageseintritt,2024-02-22 20:29:46.872443
5720,2021,USC,2024-02-22 18:23:04.319385
5721,4934,Abo,2024-02-22 19:02:33.666459
5722,6332,Tageseintritt,2024-02-22 20:06:39.288384
5723,3176,Abo,2024-02-22 14:54:25.723318
5724,3135,USC,2024-02-22 17:20:09.353283
5725,7439,Tageseintritt,2024-02-22 18:30:54.565059
5726,5853,Tageseintritt,2024-02-22 16:34:37.631374
5727,4490,USC,2024-02-22 17:52:14.076816
5728,80,Abo,2024-02-22 11:15:47.606085
5729,3628,Abo,2024-02-22 18:38:15.993839
5730,6636,Tageseintritt,2024-02-22 19:58:18.484790
5731,8032,Tageseintritt,2024-02-22 19:08:11.383306
5732,9668,Tageseintritt,2024-02-22 18:41:36.599975
5733,4441,USC,2024-02-22 18:41:23.853789
5734,6794,USC,2024-02-22 17:44:31.472288
5735,4559,Tageseintritt,2024-02-22 21:36:05.035836
5736,6860,Tageseintritt,2024-02-22 17:29:06.320516
5737,1803,Tageseintritt,2024-02-22 15:43:41.490774
5738,6804,USC,2024-02-22 15:19:24.947156
5739,7539,Tageseintritt,2024-02-22 19:52:44.852237
5740,1083,USC,2024-02-22 16:01:23.204852
5741,1204,USC,2024-02-22 12:26:25.267999
5742,2857,Tageseintritt,2024-02-22 15:49:15.185557
5743,8292,Abo,2024-02-22 16:43:15.715639
5744,9550,USC,2024-02-22 16:55:16.044116
5745,4505,USC,2024-02-22 19:12:12.554033
5746,9471,Tageseintritt,2024-02-22 17:54:17.064336
5747,6783,Abo,2024-02-22 18:14:59.657210
5748,6842,Abo,2024-02-22 18:01:30.666967
5749,4277,USC,2024-02-22 15:39:13.603847
5750,1374,USC,2024-02-22 17:10:33.490449
5751,4919,USC,2024-02-22 15:00:54.826594
5752,2496,Tageseintritt,2024-02-22 14:13:23.966660
5753,505,Abo,2024-02-22 19:39:42.617379
5754,5654,USC,2024-02-22 19:04:43.290809
5755,6118,Tageseintritt,2024-02-22 18:54:30.490571
5756,6670,Tageseintritt,2024-02-22 14:31:49.502255
5757,9563,Tageseintritt,2024-02-22 19:47:32.936316
5758,6227,USC,2024-02-22 17:13:51.341082
5759,1256,USC,2024-02-22 18:46:05.657727
5760,7376,USC,2024-02-22 18:35:04.154412
5761,3249,USC,2024-02-22 17:12:17.281922
5762,4097,Tageseintritt,2024-02-22 15:47:17.385526
5763,197,USC,2024-02-22 16:26:15.643515
5764,2672,Tageseintritt,2024-02-22 16:55:20.988445
5765,6360,USC,2024-02-22 15:11:37.872886
5766,6274,USC,2024-02-22 16:43:56.565451
5767,5810,Abo,2024-02-22 18:13:25.399024
5768,6659,USC,2024-02-22 16:22:37.386841
5769,5135,Tageseintritt,2024-02-22 19:23:54.498769
5770,8203,USC,2024-02-22 18:51:28.870902
5771,5184,USC,2024-02-22 09:39:41.930393
5772,6278,Tageseintritt,2024-02-22 16:51:32.122443
5773,9969,Tageseintritt,2024-02-22 13:40:33.660720
5774,6010,USC,2024-02-22 10:38:51.622100
5775,6760,Tageseintritt,2024-02-22 13:41:10.679537
5776,1861,Tageseintritt,2024-02-22 13:09:04.415624
5777,4176,USC,2024-02-22 11:05:02.731387
5778,2792,Tageseintritt,2024-02-22 10:08:14.667641
5779,9467,Abo,2024-02-22 13:20:32.997482
5780,2417,Tageseintritt,2024-02-22 12:04:59.560112
5781,9491,USC,2024-02-22 12:27:28.231999
5782,4802,USC,2024-02-22 13:36:58.036131
5783,1195,USC,2024-02-22 08:00:00.000000
5784,4137,Tageseintritt,2024-02-22 08:19:01.548780
5785,908,Tageseintritt,2024-02-22 14:52:10.947327
5786,6092,Tageseintritt,2024-02-22 13:33:03.876517
5787,5224,USC,2024-02-22 12:11:58.537356
