entry_id,customer_id,admission,time,admission_detail
6096,4491,Tageseintritt,2024-02-25 13:12:49.256063,Regulär
6097,2691,Tageseintritt,2024-02-25 13:37:27.674632,Regulär
6098,6418,Tageseintritt,2024-02-25 12:50:56.017229,Regulär
6099,9963,Abo,2024-02-25 12:14:54.873087,L-Abo
6100,9622,USC,2024-02-25 10:00:00.000000,USC
6101,6226,USC,2024-02-25 11:52:26.953554,USC
6102,4083,Tageseintritt,2024-02-25 11:40:02.187131,Ermäßigt
6103,9842,Sonstige,2024-02-25 10:20:10.502589,Probemonat
6104,9653,USC,2024-02-25 11:50:15.402121,USC
6105,8890,Tageseintritt,2024-02-25 14:01:13.080990,Regulär
6106,5517,Sonstige,2024-02-25 10:17:39.366995,Day Ticket
6107,6932,Tageseintritt,2024-02-25 12:48:57.562738,Ermäßigt
6108,4865,Tageseintritt,2024-02-25 10:15:05.372053,Ermäßigt
6109,3387,Abo,2024-02-25 11:00:07.305530,S-Abo
6110,9077,USC,2024-02-25 10:51:01.409727,USC
6111,7792,USC,2024-02-25 12:25:52.210923,USC
6112,4031,Tageseintritt,2024-02-25 13:36:15.518800,Regulär
6113,2961,Abo,2024-02-25 14:52:46.105615,L-Abo
6114,4408,Tageseintritt,2024-02-25 14:13:17.918554,Regulär
6115,1040,USC,2024-02-25 14:29:28.338302,USC
6116,4175,USC,2024-02-25 14:46:43.437386,USC
6117,223,USC,2024-02-25 13:11:29.509789,USC
6118,2560,Abo,2024-02-25 14:27:39.604449,S-Abo
6119,3716,USC,2024-02-25 13:22:29.342036,USC
6120,7135,USC,2024-02-25 12:28:39.644447,USC
6121,4363,USC,2024-02-25 11:08:24.246161,USC
6122,8330,USC,2024-02-25 10:00:00.000000,USC
6123,7231,USC,2024-02-25 13:28:03.512000,USC
6124,9424,Abo,2024-02-25 12:35:05.419998,L-Abo
6125,6340,USC,2024-02-25 11:24:24.178811,USC
6126,8727,USC,2024-02-25 10:05:18.105355,USC
6127,233,Sonstige,2024-02-25 17:46:54.818158,Boulderbuddy
6128,5947,USC,2024-02-25 12:08:40.954513,USC
6129,9997,USC,2024-02-25 19:13:52.015890,USC
6130,7517,Abo,2024-02-25 21:03:55.876959,L-Abo
6131,3879,USC,2024-02-25 13:54:44.470389,USC
6132,62,USC,2024-02-25 16:59:01.066252,USC
6133,6230,USC,2024-02-25 18:44:43.998363,USC
6134,4796,Tageseintritt,2024-02-25 18:16:56.577834,Regulär
6135,9856,USC,2024-02-25 17:11:48.793054,USC
6136,7262,USC,2024-02-25 16:33:33.784087,USC
6137,110,USC,2024-02-25 20:10:14.001595,USC
6138,5413,Tageseintritt,2024-02-25 15:55:30.844804,Regulär
6139,4751,Tageseintritt,2024-02-25 17:57:21.003704,Ermäßigt
6140,3480,USC,2024-02-25 18:30:28.048925,USC
6141,6050,USC,2024-02-25 14:28:33.632527,USC
6142,7063,Abo,2024-02-25 18:57:23.858175,L-Abo
6143,7275,USC,2024-02-25 17:09:51.928659,USC
6144,6825,Tageseintritt,2024-02-25 16:46:24.015160,Regulär
6145,5626,USC,2024-02-25 22:00:00.000000,USC
6146,5173,USC,2024-02-25 15:58:06.754279,USC
6147,5376,Tageseintritt,2024-02-25 14:51:45.159889,Regulär
6148,6296,Sonstige,2024-02-25 21:40:46.632515,Day Ticket
6149,4497,USC,2024-02-25 16:20:14.844164,USC
6150,8040,USC,2024-02-25 15:09:27.680951,USC
6151,6922,USC,2024-02-25 17:54:52.791313,USC
6152,2623,USC,2024-02-25 16:10:10.604777,USC
6153,1690,Tageseintritt,2024-02-25 16:16:38.096296,Regulär
6154,411,USC,2024-02-25 17:38:56.995472,USC
6155,471,USC,2024-02-25 19:20:59.769074,USC
6156,4142,Abo,2024-02-25 17:36:11.097297,S-Abo
6157,802,USC,2024-02-25 16:33:40.387165,USC
6158,1286,Tageseintritt,2024-02-25 18:05:32.511543,Regulär
6159,1466,USC,2024-02-25 20:22:00.785222,USC
6160,1241,USC,2024-02-25 17:17:49.698666,USC
6161,2367,USC,2024-02-25 16:46:36.723633,USC
6162,7458,Tageseintritt,2024-02-25 17:18:16.611460,Regulär
6163,2088,USC,2024-02-25 17:51:16.917336,USC
6164,7210,USC,2024-02-25 16:14:15.045336,USC
6165,9320,USC,2024-02-25 17:34:54.044567,USC
6166,7015,Abo,2024-02-25 15:10:45.231454,M-Abo
6167,4722,USC,2024-02-25 15:46:05.918665,USC
6168,3038,Abo,2024-02-25 15:50:21.767579,S-Abo
6169,9224,USC,2024-02-25 19:57:46.539857,USC
6170,5963,Sonstige,2024-02-25 18:00:23.050535,Boulderbuddy
6171,6925,USC,2024-02-25 18:54:08.591599,USC
6172,1348,Tageseintritt,2024-02-25 20:39:44.169338,Regulär
6173,2941,USC,2024-02-25 18:33:17.712646,USC
6174,6756,USC,2024-02-25 19:55:24.765726,USC
6175,2664,USC,2024-02-25 19:35:05.953663,USC
6176,7784,Abo,2024-02-25 20:14:11.766890,L-Abo Fremdhalle
6177,826,Sonstige,2024-02-25 20:04:26.334131,Day Ticket
6178,7325,USC,2024-02-25 19:46:28.212595,USC
6179,6641,Tageseintritt,2024-02-25 20:51:48.023652,Ermäßigt
6180,6335,Tageseintritt,2024-02-25 20:55:56.230065,Ermäßigt
6181,9043,Tageseintritt,2024-02-25 17:46:34.094494,Ermäßigt
6182,5256,Abo,2024-02-25 18:05:17.115667,L-Abo Fremdhalle
6183,6216,USC,2024-02-25 18:27:52.020875,USC
6184,1576,Sonstige,2024-02-25 21:33:54.131624,Probemonat
6185,6301,USC,2024-02-25 20:02:56.547249,USC
6186,8515,USC,2024-02-25 19:49:22.048116,USC
6187,5932,USC,2024-02-25 18:49:14.617160,USC
6188,6322,USC,2024-02-25 19:00:26.407707,USC
6189,5494,USC,2024-02-25 19:54:58.275904,USC
6190,8907,USC,2024-02-25 20:40:02.159612,USC
6191,6112,Tageseintritt,2024-02-25 18:59:49.434603,Regulär
6192,3692,USC,2024-02-25 20:51:27.085331,USC
6193,1094,Tageseintritt,2024-02-25 20:13:40.263125,Regulär
6194,7039,USC,2024-02-25 20:04:11.312016,USC
6195,3814,Tageseintritt,2024-02-25 19:17:58.524867,Regulär
6196,5245,Tageseintritt,2024-02-25 19:03:03.593942,Regulär
6197,9927,USC,2024-02-26 20:27:25.827272,USC
6198,7505,Tageseintritt,2024-02-26 17:31:11.669260,Regulär
6199,2907,USC,2024-02-26 13:30:57.250917,USC
6200,4047,USC,2024-02-26 17:09:01.326060,USC
6201,7285,USC,2024-02-26 17:04:59.910308,USC
6202,2217,Abo,2024-02-26 18:35:20.313614,L-Abo
6203,4231,USC,2024-02-26 16:28:18.675029,USC
6204,534,USC,2024-02-26 20:47:07.650652,USC
6205,8240,Abo,2024-02-26 16:14:33.259112,L-Abo Fremdhalle
6206,6036,USC,2024-02-26 13:13:05.576532,USC
6207,4358,USC,2024-02-26 18:05:24.197638,USC
6208,7963,Tageseintritt,2024-02-26 18:26:28.461348,Regulär
6209,9418,USC,2024-02-26 18:20:57.413441,USC
6210,3035,Abo,2024-02-26 17:40:29.493719,M-Abo
6211,872,USC,2024-02-26 17:39:27.338258,USC
6212,167,Tageseintritt,2024-02-26 14:25:47.508672,Ermäßigt
6213,8023,Abo,2024-02-26 17:11:25.628267,L-Abo
6214,2487,Abo,2024-02-26 15:34:49.771104,S-Abo
6215,5911,USC,2024-02-26 16:39:56.195953,USC
6216,7554,USC,2024-02-26 20:33:04.257660,USC
6217,430,Abo,2024-02-26 18:52:46.681063,L-Abo
6218,7958,Abo,2024-02-26 18:39:48.596163,L-Abo Fremdhalle
6219,5768,USC,2024-02-26 20:58:18.663319,USC
6220,272,Sonstige,2024-02-26 17:08:25.442453,Boulderbuddy
6221,1532,USC,2024-02-26 18:52:00.549851,USC
6222,4007,USC,2024-02-26 18:03:10.969357,USC
6223,9930,Abo,2024-02-26 20:56:44.928105,L-Abo
6224,3706,USC,2024-02-26 22:11:47.974923,USC
6225,9388,USC,2024-02-26 16:55:43.196492,USC
6226,2255,USC,2024-02-26 17:31:39.851175,USC
6227,7883,Abo,2024-02-26 18:06:29.364156,L-Abo Fremdhalle
6228,3232,USC,2024-02-26 18:16:19.489933,USC
6229,520,Tageseintritt,2024-02-26 17:46:19.588624,Regulär
6230,7350,USC,2024-02-26 17:18:45.014718,USC
6231,9442,Abo,2024-02-26 19:18:41.309041,L-Abo
6232,6475,USC,2024-02-26 16:50:24.096713,USC
6233,559,Sonstige,2024-02-26 15:22:40.305282,Probemonat
6234,5024,Abo,2024-02-26 16:24:28.128122,L-Abo
6235,6955,USC,2024-02-26 15:14:48.927681,USC
6236,8393,Tageseintritt,2024-02-26 15:34:12.442660,Regulär
6237,1437,Tageseintritt,2024-02-26 17:20:00.309126,Ermäßigt
6238,152,USC,2024-02-26 18:03:20.323127,USC
6239,8941,USC,2024-02-26 17:51:44.975083,USC
6240,8205,USC,2024-02-26 21:19:57.667272,USC
6241,8635,USC,2024-02-26 18:08:56.886760,USC
6242,2197,Tageseintritt,2024-02-26 14:39:55.796496,Regulär
6243,2242,Tageseintritt,2024-02-26 20:33:26.910477,Regulär
6244,9613,Abo,2024-02-26 17:43:16.760010,S-Abo
6245,3741,USC,2024-02-26 18:17:09.368571,USC
6246,168,USC,2024-02-26 18:38:39.177319,USC
6247,9382,USC,2024-02-26 16:22:02.397707,USC
6248,5963,Abo,2024-02-26 16:37:02.090565,S-Abo
6249,8331,Abo,2024-02-26 19:43:45.056867,S-Abo
6250,1946,USC,2024-02-26 10:30:35.928372,USC
6251,4213,Tageseintritt,2024-02-26 10:55:34.331181,Ermäßigt
6252,9488,Abo,2024-02-26 13:48:48.880318,L-Abo
6253,2571,USC,2024-02-26 11:49:36.535568,USC
6254,5529,Sonstige,2024-02-26 10:28:23.017501,Boulderbuddy
6255,5950,USC,2024-02-26 10:10:23.487926,USC
6256,6349,USC,2024-02-26 12:36:25.261529,USC
6257,5240,USC,2024-02-26 13:59:14.859767,USC
6258,6783,Abo,2024-02-26 10:36:30.692348,M-Abo
6259,3668,Tageseintritt,2024-02-26 09:00:36.068667,Ermäßigt
6260,7675,Sonstige,2024-02-26 09:00:20.287357,Boulderbuddy
6261,6263,Abo,2024-02-26 09:38:51.372110,L-Abo Fremdhalle
6262,9590,USC,2024-02-26 10:36:40.403690,USC
6263,4883,USC,2024-02-26 12:32:21.351229,USC
6264,2236,USC,2024-02-26 10:18:53.207347,USC
6265,4776,Tageseintritt,2024-02-26 12:39:58.908839,Regulär
6266,4338,USC,2024-02-26 10:35:25.963876,USC
6267,2687,Abo,2024-02-26 18:45:43.367189,M-Abo
6268,5432,Tageseintritt,2024-02-26 20:35:04.282981,Regulär
6269,7719,USC,2024-02-26 19:41:55.860972,USC
6270,5845,Tageseintritt,2024-02-26 20:47:54.820637,Regulär
6271,9953,USC,2024-02-26 20:25:23.262874,USC
6272,7078,Tageseintritt,2024-02-26 19:46:36.130154,Regulär
6273,9353,Sonstige,2024-02-26 19:31:53.768785,Probemonat
6274,9408,Tageseintritt,2024-02-26 20:06:53.637741,Regulär
6275,5096,Tageseintritt,2024-02-26 19:27:20.122888,Ermäßigt
6276,2310,Tageseintritt,2024-02-26 20:13:36.502305,Ermäßigt
6277,5278,Tageseintritt,2024-02-26 19:54:20.768228,Regulär
6278,9572,USC,2024-02-26 20:58:17.777882,USC
6279,1037,USC,2024-02-26 19:28:18.487476,USC
6280,383,USC,2024-02-26 19:04:57.329686,USC
6281,2745,USC,2024-02-26 19:10:53.301283,USC
6282,5440,Sonstige,2024-02-26 20:17:52.632296,Day Ticket
6283,9121,USC,2024-02-26 19:47:38.126458,USC
6284,3333,USC,2024-02-27 21:02:49.636924,USC
6285,7079,USC,2024-02-27 15:42:11.972210,USC
6286,2949,Sonstige,2024-02-27 15:33:04.676767,Day Ticket
6287,689,USC,2024-02-27 14:46:42.896809,USC
6288,2068,USC,2024-02-27 16:58:00.947538,USC
6289,3464,USC,2024-02-27 18:18:33.118948,USC
6290,4703,USC,2024-02-27 15:44:37.684100,USC
6291,1610,Sonstige,2024-02-27 20:03:34.860011,Day Ticket
6292,3098,USC,2024-02-27 18:12:08.138182,USC
6293,9219,Tageseintritt,2024-02-27 14:51:05.428986,Ermäßigt
6294,3562,Tageseintritt,2024-02-27 15:49:29.496905,Regulär
6295,7668,Tageseintritt,2024-02-27 20:37:15.286144,Ermäßigt
6296,1156,USC,2024-02-27 18:50:21.726042,USC
6297,6662,USC,2024-02-27 20:02:05.006312,USC
6298,9280,Abo,2024-02-27 17:26:42.134844,M-Abo
6299,2366,Tageseintritt,2024-02-27 17:49:00.873549,Ermäßigt
6300,1052,USC,2024-02-27 17:01:08.858383,USC
6301,5753,USC,2024-02-27 14:28:31.125560,USC
6302,3931,USC,2024-02-27 15:55:38.680456,USC
6303,7316,USC,2024-02-27 17:19:50.229067,USC
6304,4693,Abo,2024-02-27 17:15:37.579713,L-Abo
6305,3986,Tageseintritt,2024-02-27 17:00:51.174470,Ermäßigt
6306,3636,Tageseintritt,2024-02-27 17:10:27.033965,Regulär
6307,1300,USC,2024-02-27 15:03:26.697076,USC
6308,7658,USC,2024-02-27 19:18:24.609847,USC
6309,1561,USC,2024-02-27 17:50:40.679950,USC
6310,4924,Tageseintritt,2024-02-27 17:06:16.363813,Ermäßigt
6311,5675,USC,2024-02-27 18:01:10.139298,USC
6312,9249,Tageseintritt,2024-02-27 14:43:14.304631,Regulär
6313,9752,Abo,2024-02-27 19:07:15.557873,L-Abo Fremdhalle
6314,130,USC,2024-02-27 15:25:15.899465,USC
6315,2515,USC,2024-02-27 16:52:53.678829,USC
6316,2364,USC,2024-02-27 15:43:49.900076,USC
6317,8159,USC,2024-02-27 19:43:03.380267,USC
6318,705,USC,2024-02-27 18:32:23.061429,USC
6319,5273,USC,2024-02-27 17:24:29.489249,USC
6320,9163,Abo,2024-02-27 19:02:47.693744,S-Abo
6321,7101,Abo,2024-02-27 16:09:49.565934,L-Abo
6322,2452,USC,2024-02-27 19:09:38.932490,USC
6323,4706,Tageseintritt,2024-02-27 17:29:56.984482,Regulär
6324,6037,USC,2024-02-27 17:28:58.911239,USC
6325,2525,USC,2024-02-27 16:46:16.825611,USC
6326,9884,Tageseintritt,2024-02-27 17:16:50.101474,Regulär
6327,6286,Tageseintritt,2024-02-27 18:36:24.685946,Regulär
6328,4649,USC,2024-02-27 14:41:24.664751,USC
6329,6136,Tageseintritt,2024-02-27 19:45:16.786352,Ermäßigt
6330,8018,USC,2024-02-27 16:43:21.296520,USC
6331,5693,Sonstige,2024-02-27 16:49:29.440606,Day Ticket
6332,7883,Abo,2024-02-27 16:30:18.769606,S-Abo
6333,4342,Tageseintritt,2024-02-27 14:08:00.697838,Ermäßigt
6334,7699,USC,2024-02-27 14:38:03.726287,USC
6335,2152,USC,2024-02-27 10:25:19.936264,USC
6336,260,Abo,2024-02-27 11:53:40.204866,L-Abo
6337,7802,USC,2024-02-27 11:22:47.375986,USC
6338,2760,USC,2024-02-27 09:08:17.800459,USC
6339,3239,Tageseintritt,2024-02-27 09:15:19.667337,Regulär
6340,1269,USC,2024-02-27 10:32:29.023555,USC
6341,1567,Tageseintritt,2024-02-27 08:00:00.000000,Regulär
6342,650,USC,2024-02-27 14:44:37.553357,USC
6343,4883,USC,2024-02-27 14:12:26.405680,USC
6344,3713,Tageseintritt,2024-02-27 11:30:09.602226,Regulär
6345,5700,Abo,2024-02-27 16:28:48.471177,S-Abo
6346,5391,Abo,2024-02-27 09:33:16.209474,L-Abo
6347,1185,Tageseintritt,2024-02-27 12:46:18.550871,Regulär
6348,8864,Tageseintritt,2024-02-27 11:04:14.307980,Regulär
6349,2656,USC,2024-02-27 20:22:20.807796,USC
6350,5585,Tageseintritt,2024-02-27 18:28:56.717729,Regulär
6351,4505,USC,2024-02-27 19:27:47.944974,USC
6352,5988,USC,2024-02-27 20:28:28.822496,USC
6353,9310,USC,2024-02-27 21:36:22.029206,USC
6354,3295,USC,2024-02-27 20:55:44.833971,USC
6355,7077,USC,2024-02-27 20:41:13.097347,USC
6356,5286,USC,2024-02-27 20:06:47.721478,USC
6357,4062,USC,2024-02-27 22:04:52.500461,USC
6358,2953,USC,2024-02-27 19:08:25.543685,USC
6359,283,USC,2024-02-27 20:40:56.416858,USC
6360,5755,USC,2024-02-27 19:33:26.888262,USC
6361,5889,Abo,2024-02-27 21:36:25.934814,L-Abo Fremdhalle
6362,2917,USC,2024-02-27 19:54:12.199389,USC
6363,1635,Tageseintritt,2024-02-27 20:52:37.330993,Regulär
6364,6357,USC,2024-02-27 20:14:21.183909,USC
6365,3353,USC,2024-02-28 16:16:44.590946,USC
6366,6930,USC,2024-02-28 19:49:41.534087,USC
6367,6975,Abo,2024-02-28 16:13:10.812980,S-Abo
6368,6441,USC,2024-02-28 19:37:52.679382,USC
6369,7727,Abo,2024-02-28 16:32:19.705700,S-Abo
6370,9614,USC,2024-02-28 17:51:42.869585,USC
6371,2454,Abo,2024-02-28 14:17:42.952262,L-Abo
6372,4694,Tageseintritt,2024-02-28 23:00:00.000000,Regulär
6373,6743,USC,2024-02-28 17:48:15.962162,USC
6374,8385,Abo,2024-02-28 15:22:02.191852,L-Abo
6375,1851,USC,2024-02-28 19:15:19.360254,USC
6376,1791,Abo,2024-02-28 17:17:10.085239,L-Abo
6377,6804,USC,2024-02-28 16:19:00.032285,USC
6378,7447,USC,2024-02-28 15:54:06.050198,USC
6379,2038,USC,2024-02-28 18:15:02.243335,USC
6380,9942,USC,2024-02-28 17:26:25.688574,USC
6381,579,Abo,2024-02-28 19:57:57.286066,L-Abo Fremdhalle
6382,5823,USC,2024-02-28 17:12:04.378850,USC
6383,1665,USC,2024-02-28 16:21:58.822172,USC
6384,3857,Abo,2024-02-28 18:28:28.703879,M-Abo
6385,6367,Tageseintritt,2024-02-28 14:25:34.868357,Regulär
6386,466,Tageseintritt,2024-02-28 17:31:32.025902,Ermäßigt
6387,2654,Abo,2024-02-28 17:41:36.904249,S-Abo
6388,6200,Tageseintritt,2024-02-28 17:14:52.027772,Ermäßigt
6389,4425,USC,2024-02-28 13:34:27.478068,USC
6390,9861,Tageseintritt,2024-02-28 20:36:54.769536,Regulär
6391,5094,Abo,2024-02-28 17:55:11.380857,L-Abo
6392,8379,Tageseintritt,2024-02-28 18:11:17.526714,Regulär
6393,4848,USC,2024-02-28 16:08:10.449709,USC
6394,5438,Tageseintritt,2024-02-28 16:54:50.704578,Regulär
6395,9215,Tageseintritt,2024-02-28 16:48:11.744478,Regulär
6396,3774,USC,2024-02-28 16:21:59.488701,USC
6397,8271,USC,2024-02-28 18:29:32.407759,USC
6398,6263,Abo,2024-02-28 15:05:59.303067,L-Abo
6399,8305,USC,2024-02-28 17:04:33.666418,USC
6400,5604,USC,2024-02-28 13:40:05.056035,USC
6401,4269,Sonstige,2024-02-28 20:08:07.475790,Day Ticket
6402,1486,USC,2024-02-28 18:07:29.892499,USC
6403,6483,Tageseintritt,2024-02-28 17:21:46.297825,Regulär
6404,8562,Tageseintritt,2024-02-28 14:50:32.798934,Regulär
6405,9095,Tageseintritt,2024-02-28 16:24:07.817408,Regulär
6406,5668,USC,2024-02-28 19:56:49.503829,USC
6407,5794,USC,2024-02-28 13:36:52.328953,USC
6408,2560,Abo,2024-02-28 17:01:30.363457,L-Abo
6409,498,USC,2024-02-28 16:45:35.634759,USC
6410,2829,USC,2024-02-28 18:17:27.898437,USC
6411,4690,Tageseintritt,2024-02-28 17:51:28.611059,Regulär
6412,361,USC,2024-02-28 20:35:40.892725,USC
6413,2532,Abo,2024-02-28 23:00:00.000000,L-Abo
6414,998,Abo,2024-02-28 13:03:20.519041,L-Abo
6415,3989,USC,2024-02-28 16:31:09.834169,USC
6416,4139,USC,2024-02-28 16:19:54.922634,USC
6417,6890,USC,2024-02-28 17:18:18.769115,USC
6418,7337,Tageseintritt,2024-02-28 19:24:40.872413,Regulär
6419,8925,USC,2024-02-28 15:49:50.785385,USC
6420,7310,Abo,2024-02-28 17:07:46.205156,L-Abo
6421,9997,USC,2024-02-28 13:10:56.880660,USC
6422,3995,Abo,2024-02-28 18:11:53.177768,L-Abo
6423,8908,Abo,2024-02-28 19:15:44.918580,M-Abo
6424,9837,USC,2024-02-28 15:57:56.201971,USC
6425,381,USC,2024-02-28 20:32:09.677729,USC
6426,8935,USC,2024-02-28 17:24:49.616984,USC
6427,9017,Tageseintritt,2024-02-28 18:16:13.221915,Regulär
6428,2616,USC,2024-02-28 18:02:01.600996,USC
6429,6911,Tageseintritt,2024-02-28 12:25:05.069529,Regulär
6430,8303,USC,2024-02-28 12:59:25.174974,USC
6431,4305,USC,2024-02-28 10:55:10.675479,USC
6432,3099,Abo,2024-02-28 11:30:57.283184,L-Abo
6433,9955,Tageseintritt,2024-02-28 12:48:48.412099,Regulär
6434,3531,Tageseintritt,2024-02-28 15:07:39.433411,Regulär
6435,6768,USC,2024-02-28 12:38:13.812344,USC
6436,6863,USC,2024-02-28 10:33:42.834943,USC
6437,9259,USC,2024-02-28 12:25:53.330665,USC
6438,5084,USC,2024-02-28 10:41:11.009835,USC
6439,7359,USC,2024-02-28 12:07:23.743907,USC
6440,7709,USC,2024-02-28 12:41:27.668373,USC
6441,9872,Sonstige,2024-02-28 13:45:14.608528,Day Ticket
6442,3064,USC,2024-02-28 11:59:24.274240,USC
6443,4611,USC,2024-02-28 11:36:53.549209,USC
6444,9239,USC,2024-02-28 12:41:15.465031,USC
6445,6271,USC,2024-02-28 12:47:15.026908,USC
6446,4374,USC,2024-02-28 10:16:59.428680,USC
6447,1911,Tageseintritt,2024-02-28 11:20:10.871747,Regulär
6448,8614,USC,2024-02-28 12:41:28.178231,USC
6449,1026,USC,2024-02-28 10:19:10.586973,USC
6450,6410,USC,2024-02-28 19:42:27.902317,USC
6451,8514,Abo,2024-02-28 20:35:58.031434,S-Abo
6452,834,USC,2024-02-28 18:07:59.615355,USC
6453,9163,Abo,2024-02-28 21:49:20.164369,M-Abo
6454,3584,Tageseintritt,2024-02-28 18:51:12.062980,Regulär
6455,1859,USC,2024-02-28 20:15:10.970437,USC
6456,8763,USC,2024-02-28 21:09:59.465054,USC
6457,5380,USC,2024-02-28 19:48:20.210006,USC
6458,9886,Tageseintritt,2024-02-28 19:36:31.318149,Ermäßigt
6459,7300,USC,2024-02-28 20:42:29.864055,USC
6460,1750,USC,2024-02-28 20:46:34.573729,USC
6461,3656,Tageseintritt,2024-02-28 19:54:06.697968,Regulär
6462,7976,Abo,2024-02-28 20:06:05.833963,L-Abo
6463,3648,USC,2024-02-28 22:03:49.416308,USC
6464,412,USC,2024-02-28 19:43:52.322541,USC
6465,2303,Tageseintritt,2024-02-28 20:17:59.091062,Regulär
6466,4196,USC,2024-02-28 21:47:11.514339,USC
6467,2775,USC,2024-02-28 20:27:51.901679,USC
6468,6056,Tageseintritt,2024-02-28 17:25:55.318857,Regulär
6469,7033,Abo,2024-02-28 20:48:05.041959,L-Abo
6470,460,Tageseintritt,2024-02-28 20:26:33.361237,Regulär
6471,5936,USC,2024-02-29 16:02:29.441729,USC
6472,1609,USC,2024-02-29 18:53:42.450460,USC
6473,8849,Abo,2024-02-29 14:31:48.085693,L-Abo
6474,6316,Tageseintritt,2024-02-29 18:49:14.917399,Regulär
6475,1965,USC,2024-02-29 20:53:18.743832,USC
6476,7149,USC,2024-02-29 22:56:21.097273,USC
6477,2701,USC,2024-02-29 18:35:32.607418,USC
6478,977,USC,2024-02-29 17:06:10.900794,USC
6479,8038,USC,2024-02-29 15:44:33.318103,USC
6480,8379,Tageseintritt,2024-02-29 20:11:07.131055,Regulär
6481,2046,Tageseintritt,2024-02-29 19:28:22.513078,Ermäßigt
6482,6427,Tageseintritt,2024-02-29 15:00:20.112207,Ermäßigt
6483,7110,USC,2024-02-29 14:59:41.766491,USC
6484,1373,USC,2024-02-29 16:27:33.412275,USC
6485,145,Sonstige,2024-02-29 18:31:28.597955,Boulderbuddy
6486,2128,Sonstige,2024-02-29 15:40:00.394245,Day Ticket
6487,7073,USC,2024-02-29 18:43:11.343010,USC
6488,9435,Sonstige,2024-02-29 16:54:57.871509,Probemonat
6489,9040,USC,2024-02-29 16:06:10.041642,USC
6490,4046,USC,2024-02-29 19:37:13.800395,USC
6491,8570,Sonstige,2024-02-29 19:14:43.099341,Day Ticket
6492,4746,Tageseintritt,2024-02-29 20:19:36.750057,Regulär
6493,631,USC,2024-02-29 18:09:00.319209,USC
6494,1122,USC,2024-02-29 18:03:10.009707,USC
6495,849,Tageseintritt,2024-02-29 16:34:51.200094,Regulär
6496,8247,Tageseintritt,2024-02-29 15:59:46.467737,Regulär
6497,6483,Tageseintritt,2024-02-29 18:01:31.057754,Ermäßigt
6498,1244,Tageseintritt,2024-02-29 16:56:56.878196,Ermäßigt
6499,8391,Tageseintritt,2024-02-29 19:24:23.433657,Regulär
6500,5245,Tageseintritt,2024-02-29 18:40:27.352079,Regulär
6501,9044,USC,2024-02-29 17:44:24.438354,USC
6502,5186,USC,2024-02-29 17:34:08.900539,USC
6503,2847,USC,2024-02-29 18:08:49.953373,USC
6504,9950,Abo,2024-02-29 17:45:07.902020,L-Abo
6505,2251,USC,2024-02-29 20:00:45.524094,USC
6506,8964,Abo,2024-02-29 18:21:40.899397,M-Abo
6507,6870,Tageseintritt,2024-02-29 21:59:44.806808,Regulär
6508,183,Tageseintritt,2024-02-29 20:10:47.999950,Regulär
6509,1724,USC,2024-02-29 17:39:55.767160,USC
6510,5361,Abo,2024-02-29 16:24:40.097934,L-Abo
6511,9978,USC,2024-02-29 18:04:39.464306,USC
6512,6561,USC,2024-02-29 14:46:57.604059,USC
6513,1118,USC,2024-02-29 16:29:54.509630,USC
6514,1310,Abo,2024-02-29 20:04:07.859493,M-Abo
6515,9398,Tageseintritt,2024-02-29 17:54:53.822757,Ermäßigt
6516,1436,Abo,2024-02-29 16:57:13.724521,S-Abo
6517,2430,USC,2024-02-29 19:04:59.032359,USC
6518,1295,USC,2024-02-29 16:19:53.241861,USC
6519,5843,Tageseintritt,2024-02-29 19:49:50.139887,Regulär
6520,6830,Abo,2024-02-29 15:32:08.568082,L-Abo Fremdhalle
6521,1296,Abo,2024-02-29 21:08:37.016089,S-Abo
6522,649,Tageseintritt,2024-02-29 14:47:53.155726,Regulär
6523,2039,USC,2024-02-29 20:45:11.325546,USC
6524,9577,Abo,2024-02-29 18:20:12.374321,M-Abo
6525,1580,USC,2024-02-29 19:22:34.663217,USC
6526,3631,Abo,2024-02-29 18:10:00.442523,S-Abo
6527,115,USC,2024-02-29 19:09:57.299254,USC
6528,7505,Tageseintritt,2024-02-29 16:06:49.929852,Regulär
6529,3039,USC,2024-02-29 19:29:03.345637,USC
6530,2070,USC,2024-02-29 15:44:08.987046,USC
6531,8072,USC,2024-02-29 11:16:02.357067,USC
6532,2988,Tageseintritt,2024-02-29 11:36:18.117833,Ermäßigt
6533,5107,USC,2024-02-29 13:28:26.863805,USC
6534,3810,Tageseintritt,2024-02-29 13:29:47.734460,Regulär
6535,7574,USC,2024-02-29 12:47:23.813563,USC
6536,1369,USC,2024-02-29 10:30:51.367742,USC
6537,9390,Tageseintritt,2024-02-29 13:02:56.142723,Regulär
6538,9739,Abo,2024-02-29 09:10:39.755991,M-Abo
6539,8380,USC,2024-02-29 09:19:47.638017,USC
6540,2008,Tageseintritt,2024-02-29 10:23:16.192526,Ermäßigt
6541,9868,USC,2024-02-29 13:30:41.466714,USC
6542,8236,USC,2024-02-29 14:27:20.535492,USC
6543,1433,USC,2024-02-29 12:02:23.017368,USC
6544,342,Tageseintritt,2024-02-29 11:59:09.031989,Regulär
6545,944,Tageseintritt,2024-02-29 13:00:22.126635,Regulär
6546,5968,USC,2024-02-29 14:07:41.971938,USC
